pm25,pm10,co2,humidity,temperature,voc_reported,label
43.44,64.37,960.15,47.03,23.2,368.2,RISING_RISK
9.49,7.05,531.45,48.24,24.37,185.89,NORMAL
24.86,41.53,742.2,48.57,24.7,272.83,NORMAL
36.06,41.75,867.04,47.3,23.43,315.29,RISING_RISK
15.39,21.49,598.0,53.44,23.06,219.01,NORMAL
42.05,65.09,965.15,47.9,23.07,373.14,RISING_RISK
6.84,6.85,524.75,48.0,24.28,169.18,NORMAL
27.44,44.13,737.43,49.06,24.8,279.77,NORMAL
34.07,45.45,884.59,47.32,23.27,316.74,NORMAL
14.89,22.35,599.03,52.77,23.05,219.59,NORMAL
42.83,67.8,967.41,48.98,23.32,389.61,RISING_RISK
10.04,6.92,508.56,47.85,24.5,169.57,NORMAL
25.99,44.73,724.46,51.25,24.81,282.32,NORMAL
34.47,46.57,889.88,46.51,23.11,328.66,NORMAL
11.91,22.55,599.13,50.57,22.56,207.72,NORMAL
40.52,68.7,950.04,48.3,23.65,375.06,RISING_RISK
8.96,6.96,514.35,48.46,24.81,166.43,NORMAL
24.76,38.77,717.88,50.74,24.93,271.2,NORMAL
36.33,49.03,899.65,47.88,23.66,326.86,RISING_RISK
13.43,24.75,637.12,51.03,23.27,229.1,NORMAL
39.8,67.72,937.61,48.04,23.56,363.25,RISING_RISK
10.47,5.34,505.96,48.32,24.57,172.32,NORMAL
26.81,36.94,709.01,51.98,24.85,267.24,NORMAL
38.13,48.7,908.11,48.46,23.24,335.47,RISING_RISK
16.47,31.33,665.73,49.71,23.15,230.94,NORMAL
41.87,67.05,903.54,48.08,23.76,360.29,RISING_RISK
12.27,8.48,503.75,49.45,24.88,171.31,NORMAL
25.33,40.28,704.88,50.0,24.76,261.67,NORMAL
37.69,49.57,917.93,48.29,23.69,340.92,RISING_RISK
19.83,32.87,685.48,50.8,23.47,243.82,NORMAL
41.06,63.41,893.91,47.22,23.57,346.26,RISING_RISK
9.91,8.11,504.04,49.31,24.48,160.02,NORMAL
23.65,38.89,688.35,48.01,24.54,257.84,NORMAL
36.0,48.16,891.9,48.21,23.82,332.52,RISING_RISK
21.98,37.91,710.18,51.32,24.1,254.45,NORMAL
40.67,60.3,874.48,47.2,23.4,337.11,RISING_RISK
11.5,15.56,539.6,50.59,24.76,176.61,NORMAL
17.38,36.35,680.12,49.53,24.45,258.28,NORMAL
34.11,47.78,874.89,47.65,23.73,327.44,NORMAL
24.74,39.08,734.79,51.7,24.43,269.77,NORMAL
40.26,59.37,860.89,45.65,23.81,322.15,RISING_RISK
12.93,16.99,567.01,51.74,24.63,183.27,NORMAL
18.14,35.92,683.26,48.38,25.13,257.77,NORMAL
36.36,46.71,855.81,48.77,24.16,324.22,RISING_RISK
22.81,39.88,749.89,52.29,24.22,283.99,NORMAL
39.71,55.88,838.71,47.37,23.9,332.23,RISING_RISK
13.99,21.26,595.05,51.91,24.84,191.27,NORMAL
17.89,31.62,659.46,49.45,25.17,257.51,NORMAL
33.15,44.81,838.76,47.82,24.14,308.38,NORMAL
25.16,40.99,769.07,49.99,24.47,297.98,NORMAL
37.43,53.92,825.17,47.62,23.68,315.62,RISING_RISK
14.61,26.84,614.32,50.48,24.56,194.21,NORMAL
17.48,29.93,659.83,48.55,25.1,247.77,NORMAL
33.25,43.26,821.21,48.34,24.62,293.66,NORMAL
24.8,44.47,780.96,49.58,24.37,305.65,NORMAL
37.5,45.22,808.35,48.05,24.06,308.87,RISING_RISK
14.54,28.59,654.44,49.79,24.42,201.73,NORMAL
15.75,32.48,653.48,50.02,25.13,244.25,NORMAL
32.21,42.47,804.01,47.98,24.68,281.38,NORMAL
28.09,49.75,784.14,50.09,23.46,318.42,NORMAL
34.34,48.13,791.72,46.33,24.28,294.44,NORMAL
13.12,31.11,673.85,50.52,24.48,213.68,NORMAL
15.82,32.71,634.29,50.46,25.51,244.38,NORMAL
33.54,43.73,793.76,47.26,24.86,267.96,NORMAL
27.4,47.6,804.12,49.55,22.94,323.1,NORMAL
32.79,43.84,778.66,47.39,24.7,289.48,NORMAL
15.97,31.69,700.01,49.86,24.19,218.39,NORMAL
14.5,29.46,608.32,50.17,25.36,242.34,NORMAL
35.16,43.29,784.4,46.69,25.47,266.51,RISING_RISK
28.42,49.51,820.1,47.83,22.78,328.73,NORMAL
29.64,40.48,750.04,47.34,24.51,273.25,NORMAL
16.44,34.06,712.6,51.45,24.54,237.16,NORMAL
18.75,31.72,598.72,48.81,25.38,239.73,NORMAL
34.6,39.15,751.12,46.01,25.01,257.54,NORMAL
29.51,49.9,833.41,48.49,22.86,329.02,NORMAL
30.28,35.52,745.21,47.84,24.14,270.88,NORMAL
20.15,35.59,740.86,50.26,24.65,239.08,NORMAL
18.66,29.69,601.1,49.61,24.93,239.37,NORMAL
32.76,39.87,732.85,46.76,24.91,254.76,NORMAL
28.64,51.47,850.5,48.45,22.74,330.9,RISING_RISK
28.88,35.62,736.52,48.79,24.44,282.01,NORMAL
21.72,34.36,767.24,48.74,24.14,256.75,NORMAL
20.69,32.31,588.4,51.14,25.35,255.7,NORMAL
32.19,41.64,716.04,45.16,24.32,242.2,NORMAL
31.53,53.87,865.07,48.96,23.14,328.76,RISING_RISK
28.18,33.44,721.66,48.11,24.92,274.55,NORMAL
21.08,35.36,790.68,49.08,24.27,281.64,NORMAL
21.09,31.22,585.27,51.1,25.25,245.15,NORMAL
32.84,44.73,730.23,44.8,24.41,253.39,NORMAL
32.86,53.86,859.22,48.53,23.29,327.7,RISING_RISK
28.49,31.95,715.85,47.05,24.69,270.97,NORMAL
23.66,36.49,812.92,48.74,23.58,290.36,NORMAL
19.27,33.75,583.46,52.44,25.63,249.62,NORMAL
33.72,45.14,756.22,46.86,24.4,270.48,NORMAL
33.83,52.07,867.36,50.52,22.77,339.09,RISING_RISK
27.24,29.75,692.3,47.16,24.99,272.39,NORMAL
23.48,38.75,821.43,49.32,23.14,296.24,NORMAL
18.28,34.14,581.04,51.5,25.42,245.55,NORMAL
36.02,45.15,779.67,47.61,24.05,282.16,RISING_RISK
36.65,53.04,877.44,49.59,22.39,338.34,RISING_RISK
26.09,31.4,673.02,47.21,25.15,259.5,NORMAL
26.91,38.02,830.53,47.76,22.73,286.28,NORMAL
19.86,36.83,627.87,50.84,24.9,250.19,NORMAL
36.78,43.54,797.96,48.22,23.74,284.39,RISING_RISK
38.85,57.11,873.29,49.71,22.42,341.49,RISING_RISK
26.72,33.65,690.5,47.29,24.73,276.13,NORMAL
27.93,40.33,831.65,46.48,23.02,291.66,NORMAL
21.18,37.41,641.79,51.35,25.08,260.39,NORMAL
37.48,43.32,811.42,48.71,24.24,291.45,RISING_RISK
39.65,58.92,890.96,49.14,22.57,350.56,RISING_RISK
27.75,35.46,702.95,48.39,25.16,285.52,NORMAL
26.98,42.87,830.01,45.49,22.77,300.45,NORMAL
25.03,37.3,645.61,49.73,25.25,250.19,NORMAL
38.35,45.77,825.94,49.71,24.03,297.61,RISING_RISK
37.89,60.26,906.79,49.39,22.59,358.78,RISING_RISK
29.33,37.69,722.58,49.87,25.01,288.77,NORMAL
29.53,45.46,840.33,46.1,22.56,310.82,NORMAL
25.34,38.86,681.52,48.34,24.42,252.22,NORMAL
37.21,47.28,847.13,48.76,24.16,313.8,RISING_RISK
39.34,63.09,927.68,50.03,22.72,362.76,RISING_RISK
31.37,37.5,740.08,49.03,24.24,281.08,NORMAL
31.13,47.42,857.22,46.66,22.09,318.85,NORMAL
29.19,41.37,702.75,48.44,24.12,267.08,NORMAL
35.4,50.92,858.75,49.59,24.3,318.65,RISING_RISK
42.22,64.37,937.72,49.38,23.12,357.26,RISING_RISK
31.34,38.21,765.87,47.5,24.69,285.18,NORMAL
35.12,48.89,863.52,47.7,21.91,326.56,RISING_RISK
31.58,43.19,722.2,49.38,23.74,285.52,NORMAL
35.59,50.84,864.21,49.93,23.72,322.49,RISING_RISK
43.63,66.66,934.16,48.49,22.58,351.93,RISING_RISK
35.43,40.49,780.27,48.97,24.58,304.76,RISING_RISK
34.49,50.25,887.16,48.9,21.83,333.62,RISING_RISK
31.45,46.17,745.46,48.46,24.19,294.46,NORMAL
35.77,52.17,879.73,50.04,23.92,337.11,RISING_RISK
48.06,64.8,954.2,48.45,22.29,354.67,RISING_RISK
35.58,43.78,783.53,48.78,24.89,310.81,RISING_RISK
38.46,52.62,900.56,48.19,22.05,329.56,RISING_RISK
32.23,47.96,747.4,49.75,24.51,305.93,NORMAL
37.06,52.65,892.45,49.6,23.8,349.75,RISING_RISK
45.73,68.7,956.15,46.83,22.5,355.03,RISING_RISK
34.5,45.71,806.88,49.13,25.44,316.04,NORMAL
42.25,54.5,915.31,48.5,22.4,338.64,RISING_RISK
34.67,49.4,770.32,49.96,24.3,315.48,NORMAL
36.8,55.0,908.72,49.97,23.68,358.6,RISING_RISK
46.72,65.72,961.67,47.17,22.8,351.73,RISING_RISK
38.2,44.92,820.2,48.87,25.01,329.37,RISING_RISK
43.19,55.96,909.26,49.06,22.22,350.3,RISING_RISK
36.36,50.81,779.37,47.98,24.21,321.87,RISING_RISK
39.05,53.62,906.97,49.44,22.98,355.63,RISING_RISK
48.74,64.43,969.04,46.96,22.72,350.91,RISING_RISK
37.54,45.74,832.46,49.05,24.99,325.05,RISING_RISK
42.68,55.42,907.39,49.68,22.31,359.4,RISING_RISK
38.05,48.37,798.23,48.13,24.0,329.49,RISING_RISK
39.46,55.21,902.48,49.07,23.13,359.06,RISING_RISK
46.94,62.13,955.14,47.36,22.79,344.14,RISING_RISK
39.61,49.77,850.03,48.15,24.67,325.33,RISING_RISK
42.28,54.43,919.34,49.28,22.13,364.02,RISING_RISK
37.41,49.63,824.35,48.22,24.24,330.51,RISING_RISK
43.05,56.46,910.25,48.7,22.96,360.47,RISING_RISK
45.1,62.75,925.97,48.92,22.87,341.77,RISING_RISK
42.3,52.94,860.91,47.39,24.88,321.31,RISING_RISK
43.44,52.55,932.88,49.85,22.26,362.46,RISING_RISK
39.05,48.06,840.15,47.72,24.05,332.97,RISING_RISK
45.9,58.57,918.98,48.21,22.91,362.74,RISING_RISK
44.02,60.13,903.71,48.84,22.58,333.46,RISING_RISK
43.33,52.24,883.68,47.21,24.94,321.86,RISING_RISK
41.53,53.4,946.74,52.18,22.42,373.79,RISING_RISK
40.45,51.66,845.22,47.87,23.94,346.67,RISING_RISK
46.28,61.01,938.99,47.06,23.09,361.06,RISING_RISK
40.52,57.57,900.97,48.95,22.21,336.49,RISING_RISK
43.89,54.26,907.77,46.29,25.0,334.17,RISING_RISK
43.66,51.76,949.02,52.03,22.14,371.63,RISING_RISK
41.56,53.97,872.65,47.85,24.01,345.65,RISING_RISK
47.23,59.02,951.3,47.03,23.07,365.86,RISING_RISK
40.11,59.57,873.25,49.53,22.04,325.3,RISING_RISK
44.06,55.18,920.83,46.39,24.9,330.63,RISING_RISK
44.86,50.79,970.46,50.12,21.27,373.06,RISING_RISK
40.28,54.67,873.8,49.75,23.84,353.67,RISING_RISK
47.22,60.9,962.16,47.93,22.95,374.79,RISING_RISK
38.51,56.75,858.59,49.79,21.78,311.18,RISING_RISK
45.46,57.63,933.89,45.46,25.35,326.59,RISING_RISK
44.99,51.97,973.45,48.83,21.2,371.64,RISING_RISK
40.25,53.8,870.21,48.27,24.21,347.63,RISING_RISK
45.97,63.34,968.31,48.68,23.45,380.64,RISING_RISK
37.66,57.89,845.57,50.6,22.2,308.78,RISING_RISK
46.27,58.54,945.23,43.97,25.57,331.37,RISING_RISK
45.6,51.31,993.61,48.82,21.23,372.3,RISING_RISK
40.19,56.46,880.02,50.59,24.16,352.39,RISING_RISK
46.23,62.9,960.03,49.27,23.64,376.06,RISING_RISK
36.55,57.88,825.44,50.59,22.55,292.48,RISING_RISK
46.52,57.21,971.7,43.9,25.62,323.27,RISING_RISK
45.83,53.75,986.71,47.43,21.45,371.77,RISING_RISK
37.01,58.75,886.38,49.26,24.12,354.88,RISING_RISK
46.96,65.74,969.29,48.38,23.95,363.68,RISING_RISK
35.29,58.95,813.79,48.88,22.8,270.99,RISING_RISK
47.83,58.0,985.58,42.08,26.21,330.12,RISING_RISK
44.2,53.37,983.53,46.34,21.47,368.16,RISING_RISK
37.97,64.87,895.81,49.84,23.87,361.63,RISING_RISK
49.3,67.0,983.92,47.91,24.36,368.2,RISING_RISK
34.44,59.24,807.56,49.14,22.78,270.14,RISING_RISK
50.95,60.11,996.97,44.87,26.29,327.99,RISING_RISK
45.39,48.72,994.67,45.26,21.55,360.51,RISING_RISK
37.4,63.14,900.66,49.69,23.42,362.32,RISING_RISK
48.24,64.89,952.21,47.99,24.59,357.12,RISING_RISK
32.89,58.94,778.58,47.93,23.6,259.01,RISING_RISK
52.46,61.92,982.7,42.93,26.43,319.87,RISING_RISK
47.57,49.81,976.1,45.56,21.96,361.53,RISING_RISK
39.41,63.01,918.11,49.62,23.55,363.67,RISING_RISK
45.2,63.34,933.07,48.19,24.92,347.94,RISING_RISK
32.27,58.04,770.56,47.48,23.82,265.21,RISING_RISK
51.61,61.42,986.78,43.86,26.72,322.54,RISING_RISK
47.92,54.56,970.47,45.58,22.13,372.73,RISING_RISK
41.13,64.24,918.88,48.3,23.61,370.34,RISING_RISK
41.89,58.94,915.95,47.01,24.89,330.26,RISING_RISK
29.43,56.31,752.72,46.18,23.69,249.49,RISING_RISK
52.45,63.9,1001.49,42.46,26.32,330.98,STAGNATION_PREDICTED
49.09,53.19,978.39,45.52,22.71,368.39,RISING_RISK
40.41,65.27,924.79,49.25,23.4,372.68,RISING_RISK
41.35,55.77,899.27,45.6,24.6,321.33,RISING_RISK
29.35,52.59,737.39,44.74,23.89,240.32,RISING_RISK
55.3,67.64,997.3,42.39,25.73,338.17,RISING_RISK
49.97,54.83,980.47,44.13,22.96,364.22,RISING_RISK
39.9,66.55,927.11,49.7,23.2,379.12,RISING_RISK
38.46,55.05,867.03,46.48,24.76,319.74,RISING_RISK
31.03,55.98,760.4,44.09,23.83,241.49,RISING_RISK
56.99,66.92,999.41,42.72,25.18,344.14,RISING_RISK
50.14,57.23,982.26,43.3,22.81,380.08,RISING_RISK
41.58,65.62,917.92,49.34,23.47,374.1,RISING_RISK
38.4,54.7,852.62,47.38,24.64,320.29,RISING_RISK
33.87,57.1,785.13,45.13,23.7,253.89,RISING_RISK
56.79,69.09,1000.14,43.36,25.31,345.51,STAGNATION_PREDICTED
46.42,53.37,969.28,41.64,22.61,367.06,RISING_RISK
41.18,67.43,920.61,49.48,23.13,381.9,RISING_RISK
38.51,53.36,824.68,48.08,24.64,315.4,RISING_RISK
33.0,59.06,805.47,44.61,23.84,257.98,RISING_RISK
57.69,69.13,1008.04,43.1,25.01,349.75,STAGNATION_PREDICTED
42.17,51.68,938.13,44.05,22.6,347.07,RISING_RISK
41.51,67.42,935.23,48.62,23.02,376.67,RISING_RISK
33.59,49.88,821.68,45.24,24.07,297.86,NORMAL
33.24,59.67,818.76,44.45,24.2,272.37,RISING_RISK
58.92,73.72,1012.23,41.83,24.66,357.04,STAGNATION_PREDICTED
41.72,47.78,912.95,43.3,22.5,327.03,RISING_RISK
39.5,65.45,914.11,47.99,23.21,346.85,RISING_RISK
33.74,51.22,814.5,45.14,24.15,291.23,RISING_RISK
32.41,61.89,824.78,44.85,24.15,272.2,RISING_RISK
58.0,75.35,1004.82,40.48,24.25,367.71,STAGNATION_PREDICTED
43.28,43.93,896.86,43.74,22.25,325.21,RISING_RISK
40.32,63.86,890.03,47.13,23.32,337.42,RISING_RISK
31.66,48.23,808.42,46.16,24.04,286.93,NORMAL
36.98,66.29,839.86,44.13,23.93,276.19,RISING_RISK
58.78,78.4,1015.33,40.34,23.68,372.41,STAGNATION_PREDICTED
42.0,46.98,911.15,44.8,22.15,330.57,RISING_RISK
40.77,63.57,905.25,48.01,23.21,347.96,RISING_RISK
30.0,47.22,808.09,44.72,23.75,278.55,NORMAL
37.24,67.69,877.43,44.53,23.78,280.29,RISING_RISK
60.61,78.78,1019.81,40.82,23.88,364.13,STAGNATION_PREDICTED
42.3,50.35,923.48,43.72,22.37,329.93,RISING_RISK
40.6,64.26,910.74,47.57,22.98,351.44,RISING_RISK
30.88,45.72,794.47,45.76,23.62,268.1,NORMAL
39.19,69.87,902.86,45.41,24.0,295.61,RISING_RISK
58.03,80.83,1027.38,39.66,23.94,364.11,STAGNATION_PREDICTED
48.28,52.62,937.29,44.49,22.34,329.16,RISING_RISK
40.61,65.79,912.7,48.23,23.01,357.81,RISING_RISK
30.6,47.35,780.45,43.98,24.07,260.3,NORMAL
38.99,72.15,926.87,43.3,24.51,296.78,RISING_RISK
57.28,80.54,1037.07,40.51,23.95,371.4,STAGNATION_PREDICTED
48.65,50.33,955.8,44.7,22.24,338.48,RISING_RISK
43.07,66.28,934.63,47.35,23.16,354.21,RISING_RISK
29.76,45.34,767.21,45.24,23.88,248.29,NORMAL
38.29,72.1,936.77,42.86,24.26,310.74,RISING_RISK
58.62,78.35,1054.78,41.66,24.12,380.57,STAGNATION_PREDICTED
48.59,52.85,957.59,44.88,23.01,339.6,RISING_RISK
43.66,65.52,959.46,46.34,23.29,366.75,RISING_RISK
29.8,45.52,754.39,45.55,23.58,246.34,NORMAL
38.89,75.09,940.23,42.5,24.3,320.23,RISING_RISK
57.55,77.12,1056.45,42.19,24.49,386.36,STAGNATION_PREDICTED
48.99,53.01,959.98,44.67,23.63,339.84,RISING_RISK
40.89,69.84,954.89,47.12,23.0,364.99,RISING_RISK
28.7,46.13,730.04,44.72,23.32,236.03,NORMAL
39.23,74.53,943.11,43.26,24.27,332.79,RISING_RISK
56.74,77.36,1065.73,42.11,24.5,391.44,STAGNATION_PREDICTED
49.27,53.16,957.43,45.77,23.78,345.39,RISING_RISK
40.65,67.73,967.14,48.16,22.97,366.18,RISING_RISK
27.63,42.56,716.11,43.15,23.53,233.67,NORMAL
41.99,70.33,944.53,43.14,24.53,339.63,RISING_RISK
57.37,73.01,1060.42,42.31,24.21,374.73,STAGNATION_PREDICTED
51.51,55.2,964.8,45.88,23.61,346.75,RISING_RISK
40.35,70.65,969.16,48.19,22.92,364.49,RISING_RISK
25.98,41.78,697.76,42.38,23.62,225.71,NORMAL
41.52,68.77,948.98,41.94,24.59,355.06,RISING_RISK
56.34,73.89,1055.98,42.95,24.48,372.69,STAGNATION_PREDICTED
50.63,54.99,980.98,46.27,23.44,353.85,RISING_RISK
39.17,70.67,980.0,47.68,22.91,369.2,RISING_RISK
25.21,41.04,689.46,42.72,23.56,223.2,NORMAL
43.19,69.76,961.32,40.85,24.37,359.34,RISING_RISK
58.96,75.97,1056.52,44.23,23.91,377.92,STAGNATION_PREDICTED
52.51,56.9,978.83,46.07,23.82,348.56,RISING_RISK
39.58,67.91,995.79,46.86,23.71,373.33,RISING_RISK
24.57,40.12,678.69,41.94,23.91,206.51,NORMAL
42.75,71.64,959.47,41.63,24.28,358.65,RISING_RISK
57.24,81.46,1061.97,43.86,24.18,375.26,STAGNATION_PREDICTED
52.21,59.68,983.21,46.24,23.42,349.58,RISING_RISK
41.62,68.98,1000.38,46.76,23.63,369.07,STAGNATION_PREDICTED
23.87,39.23,678.7,41.45,23.93,192.01,NORMAL
41.21,69.52,975.26,43.15,24.29,358.03,RISING_RISK
54.89,80.44,1035.95,42.17,23.78,357.09,STAGNATION_PREDICTED
51.87,63.01,990.35,47.29,23.76,365.54,RISING_RISK
44.09,68.84,1019.76,46.01,23.42,357.54,STAGNATION_PREDICTED
23.16,36.04,684.2,41.19,24.01,184.77,NORMAL
43.79,66.72,986.36,43.21,24.32,357.76,RISING_RISK
53.2,74.43,1012.87,41.96,23.61,333.59,STAGNATION_PREDICTED
50.25,64.65,1010.2,47.64,24.2,372.74,STAGNATION_PREDICTED
45.07,68.81,1023.29,45.42,23.97,357.5,STAGNATION_PREDICTED
21.49,36.07,675.95,43.43,24.23,181.78,NORMAL
41.42,71.89,997.53,41.49,24.56,356.39,RISING_RISK
49.72,71.1,990.83,43.26,24.18,330.68,RISING_RISK
47.66,65.98,1017.56,49.0,24.08,371.04,STAGNATION_PREDICTED
44.34,68.22,1023.97,44.69,23.54,360.18,STAGNATION_PREDICTED
19.66,33.72,650.59,42.23,23.89,189.26,NORMAL
42.1,67.79,995.18,41.94,24.12,355.38,RISING_RISK
46.44,65.48,957.21,43.64,24.32,322.3,RISING_RISK
45.95,66.59,1005.16,49.46,23.87,379.56,STAGNATION_PREDICTED
44.92,68.64,1033.01,45.85,23.89,363.28,STAGNATION_PREDICTED
17.52,32.45,651.78,41.54,23.61,180.45,NORMAL
42.66,71.03,1012.65,43.79,24.14,361.84,STAGNATION_PREDICTED
49.0,64.87,939.3,42.8,24.5,316.62,RISING_RISK
46.02,66.76,1019.39,50.18,23.59,378.66,STAGNATION_PREDICTED
45.5,69.52,1028.65,46.83,24.33,358.24,STAGNATION_PREDICTED
18.65,32.78,644.5,39.63,23.32,176.28,NORMAL
43.13,69.47,1008.45,43.66,23.91,364.82,STAGNATION_PREDICTED
43.6,60.26,920.32,42.04,24.86,300.87,RISING_RISK
47.27,68.23,1035.08,48.46,23.47,383.77,STAGNATION_PREDICTED
46.09,69.01,1044.62,46.56,24.7,352.57,STAGNATION_PREDICTED
18.69,37.82,632.46,39.73,23.06,177.98,NORMAL
44.78,74.29,1013.66,46.1,23.75,374.71,STAGNATION_PREDICTED
42.55,59.2,894.3,41.25,24.53,286.42,RISING_RISK
49.37,68.09,1037.79,49.1,23.58,380.92,STAGNATION_PREDICTED
43.74,71.83,1056.18,47.17,24.78,365.16,STAGNATION_PREDICTED
15.98,36.23,625.52,38.22,23.16,170.31,NORMAL
46.31,73.1,1014.01,46.4,24.5,374.13,STAGNATION_PREDICTED
42.97,59.42,880.92,38.72,24.49,277.03,RISING_RISK
46.4,65.81,1039.21,49.62,23.83,378.2,STAGNATION_PREDICTED
45.41,71.86,1058.15,46.36,25.27,363.05,STAGNATION_PREDICTED
16.22,37.81,628.1,38.3,23.37,170.82,NORMAL
44.78,73.19,1012.62,43.26,24.63,363.94,STAGNATION_PREDICTED
43.19,59.26,857.24,38.54,24.32,270.84,RISING_RISK
46.49,66.53,1023.83,48.65,23.65,362.75,STAGNATION_PREDICTED
44.7,72.35,1057.45,46.52,25.15,367.9,STAGNATION_PREDICTED
14.75,38.82,618.92,38.75,23.08,160.75,NORMAL
43.35,72.02,1020.38,44.02,24.79,354.57,STAGNATION_PREDICTED
41.38,57.74,841.34,38.3,24.38,263.98,RISING_RISK
44.28,64.18,989.59,47.42,23.58,340.7,RISING_RISK
45.86,72.26,1058.09,47.52,25.07,375.77,STAGNATION_PREDICTED
14.37,38.22,612.93,39.44,23.65,158.74,NORMAL
41.75,69.47,1001.42,42.45,25.15,345.24,STAGNATION_PREDICTED
41.36,54.71,818.3,38.28,24.14,260.8,RISING_RISK
45.46,65.39,1001.69,46.54,23.73,349.07,STAGNATION_PREDICTED
44.3,69.6,1068.52,46.53,25.17,379.32,STAGNATION_PREDICTED
15.32,35.6,595.31,39.41,23.67,147.59,NORMAL
41.38,63.79,971.05,41.3,25.85,328.38,RISING_RISK
38.46,50.11,807.45,38.33,24.23,264.75,RISING_RISK
45.75,71.46,1004.62,45.42,23.86,352.92,STAGNATION_PREDICTED
43.95,72.85,1072.99,47.54,24.94,382.63,STAGNATION_PREDICTED
15.02,35.16,597.12,38.48,23.59,150.33,NORMAL
41.59,63.0,943.76,38.65,25.7,314.52,RISING_RISK
34.49,46.48,791.86,37.95,24.43,265.5,NORMAL
45.64,71.39,1012.48,44.93,23.32,365.31,STAGNATION_PREDICTED
42.08,72.41,1067.46,46.99,24.59,378.49,STAGNATION_PREDICTED
14.11,32.14,604.65,38.51,23.34,154.26,NORMAL
40.71,59.51,919.35,37.79,25.7,298.02,RISING_RISK
33.43,45.09,776.79,37.47,23.99,250.11,NORMAL
44.85,75.22,1003.59,44.68,23.32,378.17,STAGNATION_PREDICTED
43.72,75.99,1064.47,46.16,24.79,377.71,STAGNATION_PREDICTED
13.93,34.0,598.57,40.66,23.75,152.44,NORMAL
38.04,59.05,903.63,38.69,25.52,292.21,RISING_RISK
32.96,43.46,774.77,37.69,23.3,229.72,NORMAL
44.79,74.3,1010.53,44.71,23.33,371.67,STAGNATION_PREDICTED
46.26,73.32,1063.39,46.79,24.86,380.02,STAGNATION_PREDICTED
12.83,36.32,590.01,40.73,23.81,156.34,NORMAL
38.37,57.57,889.74,38.41,25.62,290.34,RISING_RISK
31.76,41.44,765.38,39.64,23.21,231.97,NORMAL
44.88,73.99,1012.19,44.0,23.29,375.36,STAGNATION_PREDICTED
46.46,74.78,1062.94,45.7,24.79,390.05,STAGNATION_PREDICTED
11.25,36.65,595.21,40.05,23.67,164.92,NORMAL
35.96,55.85,864.88,39.71,25.85,288.14,RISING_RISK
32.59,39.8,749.94,40.11,23.2,226.02,NORMAL
46.18,72.83,1022.37,43.52,22.99,382.09,STAGNATION_PREDICTED
47.99,73.36,1080.46,44.06,24.59,383.71,STAGNATION_PREDICTED
12.89,33.85,588.85,39.74,23.3,167.02,NORMAL
33.81,50.16,853.24,39.16,25.3,287.83,RISING_RISK
34.42,40.38,772.03,41.01,22.68,240.93,NORMAL
45.53,69.8,1023.2,42.49,23.45,378.15,STAGNATION_PREDICTED
45.55,70.52,1086.49,42.16,24.7,393.18,STAGNATION_PREDICTED
17.03,35.1,602.77,40.78,23.49,179.51,NORMAL
33.24,48.45,832.34,37.94,25.17,277.2,NORMAL
33.0,42.31,788.87,41.07,22.39,252.3,NORMAL
48.83,67.72,1029.24,44.09,23.5,375.6,STAGNATION_PREDICTED
47.54,66.1,1100.14,41.84,24.78,406.22,STAGNATION_PREDICTED
19.27,37.9,627.07,41.74,23.95,194.37,NORMAL
32.53,46.75,818.06,34.67,25.27,278.09,NORMAL
33.5,43.54,798.49,40.25,22.69,259.8,NORMAL
47.79,66.98,1048.01,44.11,23.32,370.55,STAGNATION_PREDICTED
48.32,63.46,1108.96,42.65,24.65,414.48,STAGNATION_PREDICTED
20.48,39.88,659.28,40.91,23.65,204.12,NORMAL
31.62,46.1,794.49,34.31,25.14,267.46,NORMAL
32.82,44.41,811.24,40.08,22.88,267.77,NORMAL
48.43,65.0,1041.23,42.69,22.72,376.72,STAGNATION_PREDICTED
49.64,64.97,1118.94,41.19,24.38,418.95,STAGNATION_PREDICTED
21.34,42.82,683.32,41.25,23.26,219.77,NORMAL
30.6,39.83,771.31,33.93,25.04,261.09,NORMAL
33.13,44.78,828.65,40.45,23.31,269.96,NORMAL
46.86,63.81,1037.21,41.53,22.3,378.65,STAGNATION_PREDICTED
48.03,62.54,1107.02,40.58,24.54,419.75,STAGNATION_PREDICTED
23.91,45.37,713.28,40.31,23.29,229.43,NORMAL
29.58,35.8,758.32,35.28,24.76,254.95,NORMAL
33.72,48.3,831.32,41.02,23.78,276.54,NORMAL
47.31,65.59,1042.96,42.95,22.2,374.14,STAGNATION_PREDICTED
47.08,65.74,1105.87,40.14,24.41,426.4,STAGNATION_PREDICTED
22.36,44.47,725.69,39.85,23.93,243.11,NORMAL
28.47,38.41,745.45,33.4,24.04,243.4,NORMAL
36.73,49.47,838.89,41.13,24.14,277.93,RISING_RISK
44.9,66.92,1036.85,41.96,21.81,370.23,STAGNATION_PREDICTED
46.15,68.1,1107.94,39.47,24.65,427.89,STAGNATION_PREDICTED
21.72,46.36,740.87,39.11,24.17,246.42,NORMAL
27.72,35.96,741.4,32.73,24.04,243.68,NORMAL
38.65,53.44,843.88,39.71,24.34,288.36,RISING_RISK
45.42,63.6,1038.36,42.49,22.23,376.74,STAGNATION_PREDICTED
43.93,68.16,1109.66,37.53,24.82,427.96,STAGNATION_PREDICTED
23.6,49.74,759.21,38.65,24.19,249.91,NORMAL
26.81,36.28,727.54,32.96,24.39,241.99,NORMAL
